roles,companies,locations,experience,skills,Dates,PresentDate,salary
Counselor Cum Office Assistant,ST. Mother Teresa Group Of Colleges,Lucknow,0-3 Yrs,CounsellorOfficeAssistanceCounsellingOffice assistance,30+ Days Ago,24-11-2024,Not disclosed
Computer Operator,ST. Mother Teresa Group Of Colleges,Lucknow,0-4 Yrs,Computer OperatorOperatingComputer operatingComputer,30+ Days Ago,24-11-2024,Not disclosed
Office Executive,Technoplanet Labs,Faridabad,0-3 Yrs,HousekeepingFront deskExecutiveInchargeHR ExecutiveSocial mediaOffice ExecutiveManagement,30+ Days Ago,24-11-2024,Not disclosed
Vendor Management Executive,Niit Learning Systems,Hybrid - Gurugram,0-2 Yrs,Excellent Communication In Englishvendor coordinationCustomer InteractionVendor ManagementInternational Operationscandidate engagementBusiness OperationsVendor Registration,17 Days Ago,24-11-2024,2-4 Lacs PA
Teaching positions For All subjects of Arts Science and Commerce,Amro Institutes,Nashik,0-4 Yrs,CommerceTeachingScienceArtSubjectPositioning,30+ Days Ago,24-11-2024,Not disclosed
Psychology Teacher,Urmi School (a Unit Of Lataben B Gupta Foundation),Vadodara,0-5 Yrs,PsychologyTeaching,24 Days Ago,24-11-2024,1.5-2.5 Lacs PA
Admission Counsellor,ST. Mother Teresa Group Of Colleges,Lucknow,0-4 Yrs,Admission CounsellorAdmissionsCounsellingAdmission counselling,30+ Days Ago,24-11-2024,Not disclosed
Assistant Professor,Himalayan University,Itanagar,0-5 Yrs,Interpersonal skillsPublishingJunior FacultyMentorAssistant ProfessorResearchTeachingMentoring,30+ Days Ago,24-11-2024,Not disclosed
Assistant Professor | Department of Chemistry,Periyar Maniammai Institute Of Science And Technol Ogy,Thanjavur,0-3 Yrs,ChemistryAssistant ProfessorTeachingAssistance,30+ Days Ago,24-11-2024,Not disclosed
Telecaller,Disha Education Consultancy,"Rajkot, Surat, Vadodara",0-2 Yrs,OutboundSalesRelationshipDatabaseUPSService qualityTele CounsellorQuality,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executive,Ascensive Educare,Kolkata,0-1 Yrs,Cold callingSalesNetworkingSocial mediaDatabaseBusiness Development ExecutiveSales ExecutiveCold,30+ Days Ago,24-11-2024,Not disclosed
Web Developer,Technoplanet Labs,Faridabad,0-2 Yrs,TrainingWeb application developmentCodingDatabase managementWeb developmentArchitectural designDatabaseManagement,30+ Days Ago,24-11-2024,Not disclosed
Assistant STEM Instructor,Technoplanet Labs,"Noida, Ludhiana, Faridabad, Gurugram",0-3 Yrs,AdministrationArchitectureCodingInstructorManager TechnologyElectronicsLogistics managementMathematics,30+ Days Ago,24-11-2024,Not disclosed
Marketing Internship,Quadruple Education Network,Chennai,0-1 Yrs,Product promotionBrand managementEvent managementOnline marketingSocial mediaSocial networkingHRInternship,30+ Days Ago,24-11-2024,Not disclosed
Data Entry Clerk,Smart Training Resources,Chennai,0-3 Yrs,AdministrationBasicHP data protectorDatabase managementManagement systemsData Entry ClerkManager Quality ControlMS Office Word,26 Days Ago,24-11-2024,Not disclosed
English Expert,Smart Training Resources,Chennai,0-3 Yrs,ExcelTime managementSocial mediaProject managementContent management systemAnalytical researchMS WordManager Quality Control,26 Days Ago,24-11-2024,Not disclosed
Front Desk Professional,Smart Training Resources,Chennai,0-3 Yrs,Analytical skillsFront deskFront officeExcelTime managementSchedulingManagementRoom,26 Days Ago,24-11-2024,Not disclosed
Customer Relations Executives,Infosconnect,Chennai,0-2 Yrs,customer relationshipissue resolutioncustomer complaintscustomer servicecustomer carecustomer interactioncustomer retentionsales,30+ Days Ago,24-11-2024,Not disclosed
Customer Relations Executives,Infosconnect,Kochi,0-2 Yrs,customer relationshipissue resolutioncustomer complaintscustomer servicecustomer carecustomer interactioncustomer retentionsales,30+ Days Ago,24-11-2024,Not disclosed
Back Office Executive,Canny Brains,Ahmedabad(Satellite),0-5 Yrs,Data EntryCommunication SkillsCustomer SupportBack Office OperationsCustomer CareDataOffice OperationsOffice,26 Days Ago,24-11-2024,3-4 Lacs PA
Voice Analyst,Razor Sharp Hr And Consulting Opc,Chennai,0-3 Yrs,Communication SkillsComputer SkillsTelemarketingVoiceComputerComputer Knowledge,26 Days Ago,24-11-2024,"50,000-2 Lacs PA"
Caretaker,City Montessori School (CMS),Lucknow,0-4 Yrs,Waste managementUsageData collectionSupervisionCaretakingCollectionsDataManagement,30+ Days Ago,24-11-2024,Not disclosed
Tele Caller,Smart Training Resources,Chennai,0-3 Yrs,OutboundLead generationBasicSalesRelationship buildingCustomer serviceTelemarketingCall center technology,26 Days Ago,24-11-2024,Not disclosed
Counsellor,Infosconnect,Chennai,0-2 Yrs,therapyadministrationoverseas educationngossadmissionsteachingtrainingsocial work,30+ Days Ago,24-11-2024,Not disclosed
HR recruiter,Smart Training Resources,Chennai,0-3 Yrs,ExcelNetworkingStaffingSocial mediaHRMS WordManagementRecruitment,26 Days Ago,24-11-2024,Not disclosed
Marketing,Smart Training Resources,Chennai,0-3 Yrs,Analytical skillsB2BExcelData researchTime managementProject managementMS WordManager Quality Control,26 Days Ago,24-11-2024,Not disclosed
Technical Trainer,Smart Training Resources,Chennai,0-3 Yrs,TrainingReport generationC++Development Managerdata securityPHPMS OfficeAdministration work,26 Days Ago,24-11-2024,Not disclosed
Operations Specialist,Smart Training Resources,Chennai,0-3 Yrs,Analytical skillsOperations ManagerExcelTime managementProject managementResource allocationData collectionManager Quality Control,26 Days Ago,24-11-2024,Not disclosed
Non-teaching Staff,Beanstalk Junior School,Karnal,0-3 Yrs,AdministrationAdministration SupervisorTeaching,30+ Days Ago,24-11-2024,Not disclosed
Teaching Staff,Beanstalk Junior School,Karnal,0-4 Yrs,Counselorchild developmentMentorTrainerAdvisorEducatorTeachingadvisory,30+ Days Ago,24-11-2024,Not disclosed
"VIDEO SCRIPTWRITER (SCIENCE, TECH & ENGINEERING)",Fossbytes,Noida,0-2 Yrs,PublishingSocial mediaAnalyticalJournalismResearchSEODigital marketingEngineering,30+ Days Ago,24-11-2024,Not disclosed
Academic Counselor,Asian College Of Teachers,Kolkata,0-4 Yrs,CounsellorSalesAcademic CounsellorMarketing communicationcommunication skillsacademicscounsellingmarketing,30+ Days Ago,24-11-2024,Not disclosed
Direct Marketing Executive,Health Careers Group,"Kochi, Kottayam",0-3 Yrs,audio visualTrainingTraining ExecutiveInterpersonal skillsDirect Marketing ExecutiveMarketing campaignsBusiness Development ExecutiveAdvertising,30+ Days Ago,24-11-2024,Not disclosed
Consultant Radiologist,Osprey International Institute,Thrissur,0-5 Yrs,Manager Quality AssuranceDiagnosticsRadiologyClinical trialsStrategic planningHealthcareBudgetingResearch,30+ Days Ago,24-11-2024,Not disclosed
Nursery Teachers,The HDFC School,Gurugram,0-3 Yrs,Nursery TeachersTeachingNursery,30+ Days Ago,24-11-2024,Not disclosed
PYP Teacher,Unicosmos,Gurugram,0-5 Yrs,PYP TeacherPypTeaching,30+ Days Ago,24-11-2024,Not disclosed
Native Japanese Teachers,Unicosmos,Gurugram,0-3 Yrs,JapaneseNativeTeaching,30+ Days Ago,24-11-2024,Not disclosed
PE Teacher,Unicosmos,Gurugram,0-4 Yrs,PE TeacherPETeaching,30+ Days Ago,24-11-2024,Not disclosed
Preschool Teacher,kido,Thiruvananthapuram,0-4 Yrs,Preschool TeacherPreschoolTeaching,30+ Days Ago,24-11-2024,Not disclosed
Teacher,Unicosmos,Gurugram,0-4 Yrs,Early Years TeachersTeaching,30+ Days Ago,24-11-2024,Not disclosed
Performance Arts Teacher,Unicosmos,Gurugram,0-5 Yrs,Performance Arts TeacherPerformanceArtTeaching,30+ Days Ago,24-11-2024,Not disclosed
Sales Executive,Yayskool,"Varanasi, Gorakhpur",0-5 Yrs,Customer acquisitionSales planningSalesERP ExecutiveSales ExecutiveResearchService qualityERP sales,30+ Days Ago,24-11-2024,Not disclosed
Telecaller,Educational Society,Faridabad,0-3 Yrs,TelecallerTelecalling,30+ Days Ago,24-11-2024,Not disclosed
Creative Arts Teacher,Unicosmos,Gurugram,0-4 Yrs,Creative Arts TeacherCreativeArtTeaching,30+ Days Ago,24-11-2024,Not disclosed
Academic Coordinator,Millennium Education Management,Noida,0-3 Yrs,Academic CoordinatorAcademicsCoordination,30+ Days Ago,24-11-2024,Not disclosed
Video Editor,Adcc Academy,Nagpur,0-3 Yrs,VideographyVideo EditorAudio editingMS Officeeditingmicrosoftaudiovideo,30+ Days Ago,24-11-2024,Not disclosed
Native Korean Teachers,Unicosmos,Gurugram,0-3 Yrs,koreanTeachingNative,30+ Days Ago,24-11-2024,Not disclosed
Assistant Professor,SRM Institute Of Science And Technology,Chennai,0-15 Yrs,Computer sciencePublishingMachine learningProgrammingAssistant ProfessorResearchSupervisionPython,30+ Days Ago,24-11-2024,Not disclosed
Classical Dance Teacher,Shamrock International School,Vijayawada,0-4 Yrs,bdcdancinglsmwdata dictionaryalvinteractive reportsuser exitssap scripts,30+ Days Ago,24-11-2024,Not disclosed
Data Research Associate,Moonpreneur,Gurugram,0-2 Yrs,ExcelData researchData Research AssociateSocial mediaManager TechnologyMarket researchMarketing operationsSEO,30+ Days Ago,24-11-2024,Not disclosed
One Junior Research Fellowship,Sri Ramachandra Institute of Higher Education and Research (SRIHER),Chennai,0-1 Yrs,PublishingLiteratureReport writingInvestigationResearchPrincipalTeachingReporting,30+ Days Ago,24-11-2024,Not disclosed
Front Office Executive,The Westwood School,Rajkot,0-2 Yrs,Front Office ExecutiveFront officeOfficeFront,30+ Days Ago,24-11-2024,Not disclosed
Administrative Executive,PMS Information Systems,"Tamil Nadu, India",0-2 Yrs,TrainingHead Business DevelopmentHRAdministration ExecutiveHrsdBusiness developmentDevelopmentExecutive support,30+ Days Ago,24-11-2024,Not disclosed
Junior Research Fellow For ICMR Project,Sri Ramachandra Institute of Higher Education and Research (SRIHER),Chennai,0-2 Yrs,PublishingLiteratureReport writingJunior Research FellowInvestigationPrincipalTeachingWriting,30+ Days Ago,24-11-2024,Not disclosed
Library Assistant,The Westwood School,Rajkot,0-2 Yrs,Library AssistantAssistanceLibrary,30+ Days Ago,24-11-2024,Not disclosed
HR Executive,The Westwood School,Rajkot,0-2 Yrs,HR Executive,30+ Days Ago,24-11-2024,Not disclosed
Librarian,The Westwood School,Rajkot,0-3 Yrs,Librarian,30+ Days Ago,24-11-2024,Not disclosed
SOCIAL MEDIA CONTENT INTERN,Kishore Chainani,Jaipur,0-1 Yrs,Data analysisInternSocial mediaContentAnalysisDataMedia,30+ Days Ago,24-11-2024,Not disclosed
Investigator(s),V V College Of Engineering,Tirunelveli,0-5 Yrs,Law enforcementLegalInvestigationJournalismForensicBiologyResearchFact,30+ Days Ago,24-11-2024,Not disclosed
Vocational Trainer - Retail,ICA Edu Skills,Jammu,0-2 Yrs,BasicRetail marketingRetail managementMerchandisingSales promotionTeachingSalesRetail,30+ Days Ago,24-11-2024,Not disclosed
Digital Marketing Executive,Studymedic,Thrissur,0-3 Yrs,SANFrenchGoogle AnalyticsWeb analyticsOnline marketingSocial mediaSEODigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Associate / Sr. Associate Email Marketing,Moonpreneur,Gurugram,0-3 Yrs,Analytical skillsGoogle AnalyticsEmail marketingMarketing campaignsHTMLManagementMarketing budgetmarketing automation,30+ Days Ago,24-11-2024,Not disclosed
Academic Counselor,Keyword Technology,Kochi,0-5 Yrs,OutboundSalesAcademic CounsellorTelecallingMIS updationServicingMISAcademics,30+ Days Ago,24-11-2024,Not disclosed
Nurse,The Westwood School,Rajkot,0-3 Yrs,NurseNursing,30+ Days Ago,24-11-2024,Not disclosed
Sales Academic Counsellor,Lawsikho,"Noida, Gurugram",0-3 Yrs,OutboundCounsellorSalesAcademic CounsellorqueryLegalSMSCyber Crime,30+ Days Ago,24-11-2024,Not disclosed
Immigration Counsellor,Aspire Square,"Surat, Vadodara",0-4 Yrs,Client meetingCounsellorInterpersonal skillsSalesCustomer serviceVisa processingCounsellingClient,30+ Days Ago,24-11-2024,Not disclosed
Tnpsc Mentor,Race Institute,Coimbatore,0-4 Yrs,MentorMentoring,30+ Days Ago,24-11-2024,Not disclosed
TNPSC Mentor,Race Institute,Karaikkudi,0-4 Yrs,MentorMentoring,30+ Days Ago,24-11-2024,Not disclosed
"Indoor Sports ( Carrom, Chess, Table Tennis)",Knowledge Park,"Korisapadu, Mahanandi",0-3 Yrs,NISChessNiSportsTables,30+ Days Ago,24-11-2024,Not disclosed
Office Executives,The Westwood School,Rajkot,0-2 Yrs,Office Executives,30+ Days Ago,24-11-2024,Not disclosed
Sports Assistant,The Westwood School,Rajkot,0-2 Yrs,Sports AssistantSportsAssistance,30+ Days Ago,24-11-2024,Not disclosed
Teachers: TGT/ PRT / NTT,Namma Ooru Global Schools,Tirunelveli,0-2 Yrs,Teachers: TGT/ PRT / NTTPRTTGTTeaching,30+ Days Ago,24-11-2024,Not disclosed
Lab Attendant,The Westwood School,Rajkot,0-2 Yrs,Lab AttendantLab,30+ Days Ago,24-11-2024,Not disclosed
Customer Relationship Manager,TheTuitionTeacher.com,Lucknow,0-4 Yrs,Relationship managementTutorEconomicsChemistryCMSCustomer relationshipBiologyCustomer service,30+ Days Ago,24-11-2024,Not disclosed
Sociology PGT,Pushp Niketan School Dhampur,Dhampur,0-4 Yrs,SociologyManagementMS OfficeTeachingMicrosoftOfficePGT,30+ Days Ago,24-11-2024,Not disclosed
Foreign Language Teacher,The Westwood School,Rajkot,0-3 Yrs,Foreign Language TeacherLanguagesForeign LanguageTeaching,30+ Days Ago,24-11-2024,Not disclosed
"Accounts, Admin, DTP Operators & Marketing:",Namma Ooru Global Schools,Tirunelveli,0-2 Yrs,DTPAdministrationMINMarketingOperatingDTP operatingAccounting,30+ Days Ago,24-11-2024,Not disclosed
PRE / Admission Counsellor,The Westwood School,Rajkot,0-3 Yrs,Admission CounsellorAdmission counsellingCounsellingAdmissionsPre,30+ Days Ago,24-11-2024,Not disclosed
Assistant Professor - Education,Chitkara Educational Trust,Chandigarh,0-8 Yrs,Interpersonal skillsPublishingTime managementPsychologyAssistant ProfessorResearchSCOTeaching,30+ Days Ago,24-11-2024,Not disclosed
Music Art Dance,The Westwood School,Rajkot,0-2 Yrs,Music Art DanceDancingMusicArt,30+ Days Ago,24-11-2024,Not disclosed
MARKETING EXECUTIVE,Kalinga University,Raipur,0-4 Yrs,NetworkingMarketing campaignsData collectionMarketing ExecutiveCounsellingSupervisionCampaignsData,30+ Days Ago,24-11-2024,Not disclosed
Experienced Faculty For VARC & Business Development Executive,Triumphant Institute of Management Education (T I M E),Patna,0-5 Yrs,Business Development ExecutiveTeachingBusiness developmentDevelopment,30+ Days Ago,24-11-2024,Not disclosed
Lead Generation Executive,Upadapt,Noida,0-3 Yrs,Lead generationTelesalesLead Generation ExecutiveGeneration,30+ Days Ago,24-11-2024,Not disclosed
TNPSC Polity trainer,Race Institute,Karaikkudi,0-4 Yrs,TNPSC Polity trainerTraining,30+ Days Ago,24-11-2024,Not disclosed
SSC Trainer come mentor,Race Institute,Hosur,0-4 Yrs,MentorMentoringTraining,30+ Days Ago,24-11-2024,Not disclosed
SSC Trainer come mentor,Race Institute,Krishnagiri,0-4 Yrs,MentorTrainingMentoring,30+ Days Ago,24-11-2024,Not disclosed
Banking Mentor come Trainer,Race Institute,Hosur,0-4 Yrs,BankingMentorTrainingMentoring,30+ Days Ago,24-11-2024,Not disclosed
Banking trainer come mentor,Race Institute,Chidambaram,0-4 Yrs,BankingMentorMentoringTraining,30+ Days Ago,24-11-2024,Not disclosed
Tnpsc trainer ( unit 8 / unit 9 ),Race Institute,Erode,0-5 Yrs,Tnpsc trainer (unit 8/unit 9)UNITTraining,30+ Days Ago,24-11-2024,Not disclosed
Junior Math Teacher,City Montessori School (CMS),Lucknow,0-2 Yrs,tgtbedigcsemathematicstutoringteachingcalculusteaching mathematics,30+ Days Ago,24-11-2024,Not disclosed
Intern Anchor,BRAINBUXA.COM,Jaipur,0-2 Yrs,PDFInternAnchoring,30+ Days Ago,24-11-2024,Not disclosed
Junior English Teacher,City Montessori School (CMS),Lucknow,0-2 Yrs,bedteaching englishlanguage teachingartclassroom managementenglish literaturetutoringteaching,30+ Days Ago,24-11-2024,Not disclosed
Physics Faculty,Vishveshwarya Institute Of Engineering And Technology,Greater Noida,0-4 Yrs,mathematicsprofessor activitiespedagogytutoringteachingtrainingcounsellingcurriculum development,30+ Days Ago,24-11-2024,Not disclosed
Sports Professional,Shreejee International School,Sonipat,0-2 Yrs,mentorregilationscoachtrainSportsMentoringTrainingCoaching,30+ Days Ago,24-11-2024,Not disclosed
Sourcing Associate_Talent Acquisition,Nxtwave Disruptive Technologies,"Hybrid - Bhopal, Indore, Jaipur",0-1 Yrs,ScreeningResume SourcingSourcingShortlistingTalent AcquisitionSourcing ProfilesSchedulingJob Posting,29 Days Ago,24-11-2024,Not disclosed
Junior Geography Teacher,City Montessori School (CMS),Lucknow,0-3 Yrs,bedtgtmathematicstutoringteachingtraininghistorysocial science,30+ Days Ago,24-11-2024,Not disclosed
Professor / Associate Professor / Assistant Professor,K R Mangalam University (KRMU),Gurugram,0-10 Yrs,CounsellorInterpersonal skillsPublishingPDFPolitical scienceAssociate ProfessorAssistant ProfessorResearch,30+ Days Ago,24-11-2024,Not disclosed
Teacher - Gujarati,Udgam School for Children,Ahmedabad,0-3 Yrs,bpocomputer operatingmathematicsgujaratiteachinghindi typingdata entry operationcomputer,30+ Days Ago,24-11-2024,Not disclosed
Opportunity For Sales Interns,Braincert India,Coimbatore,0 Yrs,Cold callingTrainingOutboundBasicLMSSalesInternCustomer satisfaction,29 Days Ago,24-11-2024,Not disclosed
Business Analyst,BRAINBUXA.COM,Jaipur,0-4 Yrs,Computer sciencePDFBusiness AnalystProject managementProcess improvementVisiomicrosoftBusiness solutions,30+ Days Ago,24-11-2024,Not disclosed
HR Executive,BRAINBUXA.COM,Jaipur,0-4 Yrs,HR processesPDFHR ExecutiveDatabase managementEmployee engagementSuccession planningBusiness managementHR policies,30+ Days Ago,24-11-2024,Not disclosed
Study Abroad Counselor,BRAINBUXA.COM,Jaipur,0-4 Yrs,CounsellorSales planningPDFRelationshipBudgetingSalesCounsellingPlanning,30+ Days Ago,24-11-2024,Not disclosed
JAVA Programmer,Rits Technovations,Chennai,0-2 Yrs,Computer scienceJava EEhtml5AnalyticalHTMLtest driven developmentMVCEJB,30+ Days Ago,24-11-2024,Not disclosed
"Skating, Table Tennis Coaches","Vidya devi jindal school, hisar",Hisar,0-3 Yrs,physical educationaerobicssportsskatingyogabadmintonexerciseteaching,30+ Days Ago,24-11-2024,Not disclosed
Jr. Graphic Designer,BRAINBUXA.COM,Jaipur,0-3 Yrs,PDFIllustratorPhotoshopDesignJrssGraphicsGraphic designing,30+ Days Ago,24-11-2024,Not disclosed
Video Editor,Adcc Academy,Nagpur,0-3 Yrs,VideographyVideo EditorAudio editingHRMS Officeaudioeditingoffice,30+ Days Ago,24-11-2024,Not disclosed
Intern Developer,BRAINBUXA.COM,Jaipur,0-1 Yrs,Computer scienceFront endPDFPGDCAMySQLJavascriptPHPMVC,30+ Days Ago,24-11-2024,Not disclosed
Intern Designer,BRAINBUXA.COM,Jaipur,0-1 Yrs,Product managementPDFIllustratorDigital designTool designManager TechnologyPhotoshopManagement Intern,30+ Days Ago,24-11-2024,Not disclosed
Bids Specialist - IT,Passionmojo,Ahmedabad,0-1 Yrs,Mobile application developmentInterpersonal skillsBiddingWeb developmentDigital marketingRevenue generationinternational clientsOnline bidding,30+ Days Ago,24-11-2024,Not disclosed
English Faculty,Vishveshwarya Institute Of Engineering And Technology,Greater Noida,0-4 Yrs,AdministrationLiteratureCreative writingResearchEnglish FacultyTeachingTestingEnglish,30+ Days Ago,24-11-2024,Not disclosed
Management Trainee,EdTech,Thane,0-1 Yrs,SalesBusiness DevelopmentB2G salesB2B salesregional salesMarketingBgB2B,30 Days Ago,24-11-2024,Not disclosed
Video Presenter,Engvarta,Lucknow,0-3 Yrs,Video editingResearchVideoPresentationEditing,30+ Days Ago,24-11-2024,Not disclosed
"Trainee Teachers(English, Mathematics & Science)","Vidya devi jindal school, hisar",Hisar,0-3 Yrs,joining formalitieshr generalist activitiesemployee relationsstatutory compliancemathematicsadministrationpayteaching,30+ Days Ago,24-11-2024,Not disclosed
Junior SEO Specialist,Engvarta,Lucknow,0-2 Yrs,Google AnalyticsAnalyticalCompetitor analysisLink buildingManagementSEODigital marketingContent development,30+ Days Ago,24-11-2024,Not disclosed
Content Writer,Zeblearn India,Noida,0-3 Yrs,Content WriterContentWritingContent writing,30+ Days Ago,24-11-2024,Not disclosed
WordPress Developer,Zuan Education,Chennai,0-2 Yrs,EmailFront endTypingCodingpluginsWordpressDeveloperDigital marketing,30+ Days Ago,24-11-2024,Not disclosed
Tutor,Budding Minds International School,"Madurai, Tiruppur, Salem, Chennai, Tiruchirapalli, Coimbatore",0-2 Yrs,TutorAnalyticalAdvocateAdvocacyTutoringAnalytics,30+ Days Ago,24-11-2024,Not disclosed
BDE,Syoloz,Noida,0-3 Yrs,BDE,30+ Days Ago,24-11-2024,Not disclosed
Pre Sales Executive,Zuan Education,Chennai,0-1 Yrs,TrainingPre Sales ExecutiveEmailTypingTimeSales processAcquisitionBusiness Executive,30+ Days Ago,24-11-2024,Not disclosed
Actuarial Management Trainee,Actuators Educational Institute,Gurugram,0-3 Yrs,MS Office suiteStress analysisBusiness reportingVBAManagement TraineeRegression testingActuarialManagement,30+ Days Ago,24-11-2024,Not disclosed
Admission Manager/ Admission Executive,Satyam Educational Society,"Guwahati, Kolkata, Haldwani",3-8 Yrs,Educational MarketingStudent CounselingPresentation SkillsPublic RelationsMarketing ActivitiesMarketing ACommunication SkillsAdmissions,12 Days Ago,24-11-2024,2.5-6 Lacs PA
Faculty,Triumphant Institute of Management Education (T I M E),Surat,0-5 Yrs,soft skillsdata interpretationmathematicspresentation skillsgmattutoringteachingtraining,30 Days Ago,24-11-2024,Not disclosed
Assistant Physician,Sri Ramachandra Institute of Higher Education and Research (SRIHER),Chennai,0-6 Yrs,NeuroanaesthesiologyCritical careDNBICUNeurologyAssistance,30+ Days Ago,24-11-2024,Not disclosed
Assistant Physician,Sri Ramachandra Institute of Higher Education and Research (SRIHER),Chennai,0-6 Yrs,anaesthesiologyDNBAssistance,30+ Days Ago,24-11-2024,Not disclosed
Business Development Executive,Zuan Education,Chennai,0-1 Yrs,EmailTypingWritten communicationMarket researchBusiness Development ExecutiveDigital marketingAcquisitionclosure,30+ Days Ago,24-11-2024,Not disclosed
Data Entry Operator,Team Waves,Kozhikode,0-1 Yrs,Data Entry OperatorDataData entry operationOperatingData entry,30+ Days Ago,24-11-2024,Not disclosed
Urgent Hiring For Education Counsellor || Ludhiana,O3Hire,Ludhiana,0-2 Yrs,Education CounselingAdmission CounsellingPlacementPlacement CoordinationCareer CounsellingCounsellingCoordinationCareer development,15 Days Ago,24-11-2024,1-6 Lacs PA
Admin - Abroad Educational Consultant,eeasy world vision,Ahmedabad(Panjara Pol),1-5 Yrs,Application ProcessingVisa ProcessingOverseas EducationCommunication SkillsApplicationConsultingAdministrationEducation,22 Days Ago,24-11-2024,1.25-2.5 Lacs PA
EXECUTIVE SECRETARY / FRONT OFFICE EXECUTIVES,NPS International School Mysore,"Vijaynagar, Mysuru",0-3 Yrs,AdministrationFront officeExecutive SecretaryManager TechnologyHRTeachingFrontTechnology,30+ Days Ago,24-11-2024,Not disclosed
Receptionist,Team Waves,Kozhikode,0-2 Yrs,Telecommunication,30+ Days Ago,24-11-2024,Not disclosed
Content Writer,Team Waves,Kozhikode,0-3 Yrs,Content managementPublishingWeb technologiesManagement systemsSocial mediaResearchSEOContent writing,30+ Days Ago,24-11-2024,Not disclosed
Outbound Voice Process,Upadapt,Gurugram,0-3 Yrs,Voice processSECOutboundSIDESATInternational salesSalesVoice,30+ Days Ago,24-11-2024,Not disclosed
Customer Care Executive,Team Waves,Kozhikode,0-2 Yrs,Employee trainingCustomer Care ExecutiveStaffingCustomer complaintsSupervisionRecruitmentCustomer careTraining,30+ Days Ago,24-11-2024,Not disclosed
Sr . Scholar Associate,Scholartude,Nagpur,0-3 Yrs,SupervisorComplianceFinancial accountingfinancesrsupervisionaccounting,30+ Days Ago,24-11-2024,Not disclosed
Telemarketer,Education Artists,Faridabad,0-3 Yrs,TelemarketerTelemarketing,30+ Days Ago,24-11-2024,Not disclosed
Preschool Teacher,BRIGHT MINDS Education Pvt. Ltd.,Bokaro,0-3 Yrs,Supervisorchild developmentTeachingpreschoolsupervisiondevelopment,30+ Days Ago,24-11-2024,Not disclosed
Prospective Student Officer supporting,Onestep Global,Gurugram,0-3 Yrs,CloudStudent CoordinatorAdobeSalesforce,30+ Days Ago,24-11-2024,Not disclosed
Healthcare Research & Data Analyst,Thepharmadaily LLP,Noida,0-5 Yrs,ClaimsProject managementConsultingStrategic planningMarket researchHealthcareForecastingAnalytics,30+ Days Ago,24-11-2024,Not disclosed
Prospective Student Coordinator supporting,Onestep Global,Gurugram,0-3 Yrs,CloudStudent CoordinatorAdobeSalesforce,30+ Days Ago,24-11-2024,Not disclosed
Software Testing Engineer,Veyron Technologies,Noida,0-4 Yrs,Software testingSystem testingRoot cause analysisTime managementIntegration testingTest designInfrastructureManual functional testing,30+ Days Ago,24-11-2024,Not disclosed
Marketing Executive,Team Waves,Kozhikode,0-2 Yrs,Data analysisCopy writingNetworkingSocial mediaFinanceData analyticsManagementMarketing Executive,30+ Days Ago,24-11-2024,Not disclosed
Scholar Mentor,Scholartude,Nagpur,0-3 Yrs,MentorEducatormentoringeducation,30+ Days Ago,24-11-2024,Not disclosed
Batch Coordinator (UPSC CSE),Khan Global Studies,Noida,0-3 Yrs,GraphicsMS Office PowerpointExcelTestingBatchMS OfficeSoftware testingPowerpoint,30+ Days Ago,24-11-2024,Not disclosed
TNPSC Mentor,Race Institute,Theni,0-4 Yrs,behavioural trainingtraining and developmentteam handlingtraining managementmentoringtrainingteachinglearning and development,30+ Days Ago,24-11-2024,Not disclosed
Full Stack Developer,Qogent Learning Solutions,Hubli,0-3 Yrs,fullstack developmentcssui developmentbootstrapajaxjqueryreact.jsjava,30+ Days Ago,24-11-2024,Not disclosed
Tele Caller Professionals,Vidhyarthi Darpan,Jaipur,0-3 Yrs,Tele CallerCallingTelecalling,30+ Days Ago,24-11-2024,Not disclosed
Content Creator,Ajit Vidialay Sen Sec School,Amritsar,0-3 Yrs,SECWeb technologiesVideo editingData ProcessorHTMLmicrosoftPhotoshopVideo,30+ Days Ago,24-11-2024,Not disclosed
Trainer - Food Technology / Mechanical,Skillsonics India Pvt. Ltd,Guntur,0-4 Yrs,SupervisorFood technologyMechanicalMechanical SupervisorTrainingTechnologySupervision,30+ Days Ago,24-11-2024,Not disclosed
Student Visa Counsellor,Eeasy World Vision,Ahmedabad(Panjara Pol),1-5 Yrs,Admission CounsellingVisa CounsellingOverseas EducationStudent CounselingTelecallingImmigrationEducation CounselingCareer Counselling,24 Days Ago,24-11-2024,2.5-4.25 Lacs PA
Customer Support Associate,Lawsikho,Gurugram,0-2 Yrs,parkingCounsellorReport generationExcelquerySMSCustomer Support AssociateManager Technology,30+ Days Ago,24-11-2024,Not disclosed
Maths & Science Teacher,Trustudies,Ranchi,0-4 Yrs,ICSETeachingMathematicsScience teachingScience,30+ Days Ago,24-11-2024,Not disclosed
Teaching,Vidhyarthi Darpan,Jaipur,0-4 Yrs,Teaching,30+ Days Ago,24-11-2024,Not disclosed
Content Writer,Lawsikho,Gurugram,0-3 Yrs,parkingCounsellorSenior ExecutivequerySMSLegal researchManager TechnologyCyber Crime,30+ Days Ago,24-11-2024,Not disclosed
