roles,companies,locations,experience,skills,Dates,PresentDate,salary
Lab Technician,Sodexo,Chennai(Taramani),0-4 Yrs,DmltLab MaintenanceLabMaintenance,18 Days Ago,24-11-2024,2-2.75 Lacs PA
Resident Medical Officer,Fortis,"Mohali, Chandigarh",0-5 Yrs,resident medical officerMBBSMOEmergency MedicineGynecologyObstetrics And GynaecologyJunior ResidentRmo,19 Days Ago,24-11-2024,Not disclosed
Radiologist Consultant - Jamshedpur,Staffing,Jamshedpur,0-5 Yrs,CTBiopsyRadiologyUSGFNACMRIConsulting,16 Days Ago,24-11-2024,Not disclosed
Receptionist,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-1 Yrs,front deskcomputer operatingtranscriptionadministrationback officereceptionist activitiesoffice assistanceoffice administration,30+ Days Ago,24-11-2024,Not disclosed
MANAGER - FACILITIES,Perfect Imaging And Diagnostic Centre,Surat,0-1 Yrs,parkingManager TechnologyCateringFacility ManagerSupervisionTechnologyManagementTechnology management,30+ Days Ago,24-11-2024,Not disclosed
RECEPTION EXECUTIVE,Perfect Imaging And Diagnostic Centre,Surat,0-1 Yrs,front deskcomputer operatingadministrationback officeback office operationscustomer serviceoffice assistanceoffice administration,30+ Days Ago,24-11-2024,Not disclosed
Receptionist,Aditya Homoeopathic Hospital & Healing Centre,"Pimpri-Chinchwad, Maharashtra",0-1 Yrs,ReceptionistAdministrationFront DeskTelephone ScreeningTravel ArrangementsFront OfficeComputer OperatingTravel Operations,30+ Days Ago,24-11-2024,Not disclosed
Clinic Assistant,Dr Guptas Dental Specialities Centre,Chennai,0-3 Yrs,DentistryAssistance,30+ Days Ago,24-11-2024,Not disclosed
Executive,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-1 Yrs,financial analysisadministrationdocumentationstore keepingauditingtrainingaccountingoffice administration,30+ Days Ago,24-11-2024,Not disclosed
Supervisor,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-2 Yrs,shift planningmechanical engineeringteam managementproductionpresentation skillsmanpower handlingteam leadingleadership skills,30+ Days Ago,24-11-2024,Not disclosed
Accountant,M/s. Nagindas Hiralal Bhayani,Ankleshwar,0-2 Yrs,balance sheettdsaccounts payableinvestmentgeneral accountinggstauditingaccounting,30+ Days Ago,24-11-2024,Not disclosed
PHLEBOTOMIST,Perfect Imaging And Diagnostic Centre,Surat,0-1 Yrs,sterilitypathologylab testingblood bankclinical chemistrydocumentationmicrobiologyhistopathology,30+ Days Ago,24-11-2024,Not disclosed
Officer,M/s. Nagindas Hiralal Bhayani,"Jamnagar, Ahmedabad, Rajkot, Surat, Vadodara",0-2 Yrs,quality controlsoftware testingmechanical engineeringisoquality auditproductiondocumentationbanking operations,30+ Days Ago,24-11-2024,Not disclosed
Assistant Manager,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-2 Yrs,project managementbalance sheetquality controlcustomer serviceaccountinginventoryretailbudgeting,30+ Days Ago,24-11-2024,Not disclosed
Hr - Recruiter,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-2 Yrs,hr metricsjoining formalitiesinterviewinghr generalist activitieshiringhrsdtraininghuman resource management,30+ Days Ago,24-11-2024,Not disclosed
Fitter,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-2 Yrs,repaircutting toolsindustrial salesweldingpower toolsproductionpreventive maintenancebusiness development,30+ Days Ago,24-11-2024,Not disclosed
Project Co - ordinator,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-2 Yrs,resource managementproject managementmitigationresourceproject documentationdocumentationtrackingresource allocation,30+ Days Ago,24-11-2024,Not disclosed
Senior Fitter,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-2 Yrs,repairpneumaticscutting toolsindustrial salesweldingpower toolspreventive maintenancebusiness development,30+ Days Ago,24-11-2024,Not disclosed
Fellowship - Retina,Priyamvada Birla Aravind Eye Hospital,Kolkata,0-3 Yrs,TrainingPhotographySurgicalLiteratureDiagnosticsPatient careOphthalmologyResearch,30+ Days Ago,24-11-2024,Not disclosed
TBM _ Medical Representative - Jhansi,Panacea Biotec,Jhansi,1-6 Yrs,medical representativePharmaceutical SalesPharma SellingMRtbmPharma MarketingSalesMarketing,2 Days Ago,24-11-2024,Not disclosed
Senior Chemist,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-2 Yrs,method validationuvpharmaceuticalquality controlproductiondocumentationgmphplc,30+ Days Ago,24-11-2024,Not disclosed
Senior Executive,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-2 Yrs,dispatchdata validationipqabmrwarehouse operationsdocumentationstore keepinglogistics,30+ Days Ago,24-11-2024,Not disclosed
Medical Oncologist-DM/DNB,Buddha Cancer Centre,Patna,0-5 Yrs,molecular biologydrug safetyinternal medicinedmnursingpharmacovigilancepatient carechemotherapy,30+ Days Ago,24-11-2024,Not disclosed
Chemist,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-1 Yrs,bpoteam managementcustomer relationshipback officecustomer managementcustomer servicecustomer carepresentation skills,30+ Days Ago,24-11-2024,Not disclosed
Customer Support Representative,Jindal Biotech,Gurugram,0-3 Yrs,BiotechnologyCustomer Support RepresentativeExcelMicrobiologyManagement systemsCustomer satisfactionPharmacyManagement,30+ Days Ago,24-11-2024,Not disclosed
Customer Support Executive,Jindal Biotech,Gurugram,0-3 Yrs,ExcelManagement systemsCustomer satisfactionDatabaseCustomer Support ExecutiveUPSCustomer supportManagement,30+ Days Ago,24-11-2024,Not disclosed
ASSISTANT,M/s. Nagindas Hiralal Bhayani,Bharuch,0-1 Yrs,cleaningisowarehouse operationsdocumentationoffice assistanceinventoryhousekeepingcomputer,30+ Days Ago,24-11-2024,Not disclosed
Customer Care Executive,Jindal Biotech,Gurugram,0-3 Yrs,BiotechnologyCustomer Care ExecutiveExcelMicrobiologyManagement systemsCustomer satisfactionPharmacyManagement,30+ Days Ago,24-11-2024,Not disclosed
CUSTOMER SUPPORT EXECUTIVE,Ortho Max Manufacturing Company,Vadodara,0-3 Yrs,Medical devicesCustomer Support ExecutiveComputer proficiencyDevicesComputerMedicalCustomer support,30+ Days Ago,24-11-2024,Not disclosed
PHARMACIST,Estfort Hi-tech Hospital,Thrissur,0-3 Yrs,PHARMACISTpharmaPharmaceuticalPharmacy,30+ Days Ago,24-11-2024,Not disclosed
Territory Manager,Dr Reddys Path Labs,Ahmedabad,0-4 Yrs,Product managementProduct launchExpense managementAnalyticalConsultingGeneticsCMEMarketing strategy,30+ Days Ago,24-11-2024,Not disclosed
Electrician,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-2 Yrs,repaircorrective maintenancetransformerscircuitpreventive maintenanceequipmentlighting systemselectrical wiring,30+ Days Ago,24-11-2024,Not disclosed
Executive- Formulation tech transfer/PDL/ MSAT,Torrent Pharmaceuticals,Gandhinagar,2-7 Yrs,Scale UpSolid OralsExhibit BatchesTechnology TransferFormulation DevelopmentTech TransferTechnical analysisFormulation,9 Days Ago,24-11-2024,4-8 Lacs PA
Fellowship - Glaucoma,Priyamvada Birla Aravind Eye Hospital,Kolkata,0-1 Yrs,GlaucomaDNB,30+ Days Ago,24-11-2024,Not disclosed
Field Inventory Program Analyst-Supply Chain-Gurgaon,Medtronic,Gurugram,5 Yrs,Supply chainProduct qualityProgrammer AnalystProject managementProcess improvementAnalyticalHealthcareTalent management,9 Days Ago,24-11-2024,Not disclosed
MBBS DOCTOR / DUTY DOCTOR / RESIDENT DOCTOR,R. K. Devi Eye Research Institute,Kanpur,0-3 Yrs,NursingResident DoctorISODuty DoctorPatient carembbs doctorInspectionICU,30+ Days Ago,24-11-2024,Not disclosed
Senior Officer,M/s. Nagindas Hiralal Bhayani,Bhavnagar,0-2 Yrs,vendor managementvisualforceproject managementsapsfdcpurchaseanalysistriggers,30+ Days Ago,24-11-2024,Not disclosed
Doctor,Buddha Cancer Centre,Patna,0-5 Yrs,opdpharmaceuticalemergency medicineinternal medicinecritical caredmmedicinehospital administration,30+ Days Ago,24-11-2024,Not disclosed
Nuclear Medicine Technologist,Tata Cancer Care Foundation,Tirupati,0-4 Yrs,hiraemergency responsedata analysisisox-rayradiologyaccident investigationmedicine,30+ Days Ago,24-11-2024,Not disclosed
Consultant Anaesthetist,Tata Cancer Care Foundation,Ranchi,0-4 Yrs,anaesthesiologistanesthesiologyintensive careemergency medicinecritical careorthopedicspain managementnursing,30+ Days Ago,24-11-2024,Not disclosed
Doctors Ophthalmology,Icare Eye Hospital &amp;amp;amp; P.G. Inst Glaucoma Research Centre,Noida,0-4 Yrs,opdpharmaceuticalhealth care servicesemergency medicinemedical equipmentinternal medicineorthopedicsmedicine,30+ Days Ago,24-11-2024,Not disclosed
Solution Engineer PSSP Analytical Reporting,Pfizer,Chennai,3-6 Yrs,Solution Engineer PSSP Analytical ReportingAnalytical ReportsAnalyticsReportingAnalytical,10 Days Ago,24-11-2024,Not disclosed
Innovation Engineer-1,Philips,Chennai,5-8 Yrs,MiningProcess automationAutomationInterpersonal skillsC++VB SCRIPTJavascriptManagement,10 Days Ago,24-11-2024,Not disclosed
Content writer For CSR,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-4 Yrs,MSWPublishingCSRCorporateJournalismContent writingFund raisingWriting,30+ Days Ago,24-11-2024,Not disclosed
Pharmacist,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-4 Yrs,Pharmacy,30+ Days Ago,24-11-2024,Not disclosed
Order Manager,Philips,Chennai,3-7 Yrs,Order managementData analysisSupply chain managementSAPProject managementHealthcareCustomer supportOrder processing,11 Days Ago,24-11-2024,Not disclosed
Consultant Dental Surgeon,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-4 Yrs,Consultant Dental SurgeonDental SurgeryConsulting,30+ Days Ago,24-11-2024,Not disclosed
Jr. Public Relation Officer,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-3 Yrs,Jr. Public Relation OfficerPublicPublic relationsJrssRelationship,30+ Days Ago,24-11-2024,Not disclosed
Territory Business Manager | General Medicine |,Abbott,Chennai,2-7 Yrs,TrainingBrand AmbassadorPharmaAnalyticalRelationship buildingSupervisionSalesforceMedicine,15 Days Ago,24-11-2024,Not disclosed
Optometrist,Gadre Eye Care Centre,Rajkot,0-4 Yrs,glaucomaparamedic activitiesdiagnosisretail salesbusiness developmentpatient careopticscataract surgery,30+ Days Ago,24-11-2024,Not disclosed
MRD Executive,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-4 Yrs,HealthcareMRD ExecutiveMRS,30+ Days Ago,24-11-2024,Not disclosed
Area Sales Manager - Critical Care Division in Lupin,Lupin,Remote,5-10 Yrs,SalesCritical CareInjectablesArea sales managementManagementArea sales,14 Days Ago,24-11-2024,5.5-8 Lacs PA
STAFF NURSE,Malabar Hospitals Urology Centre,Kozhikode,0-3 Yrs,Staff NurseGNMNursing,30+ Days Ago,24-11-2024,Not disclosed
Staff Nurse,Malabar Hospitals Urology Centre,Kozhikode,0-3 Yrs,NursingStaff NurseGNM,30+ Days Ago,24-11-2024,Not disclosed
MBBS Medical Officer,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-4 Yrs,Full time MBBS Medical OfficerMedicalTime,30+ Days Ago,24-11-2024,Not disclosed
Medical Billing Coordinator,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-4 Yrs,Billing CoordinatorMedical billingTPACorporateMedicalBilling,30+ Days Ago,24-11-2024,Not disclosed
Medical Officer,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-4 Yrs,Critical careMedical,30+ Days Ago,24-11-2024,Not disclosed
Key Account Manager -Derma Prime-,Abbott,Ahmedabad,3-13 Yrs,Analytical skillsMedical devicesDermatologyPharmaRelationship buildingBusiness planningHealthcareCME,15 Days Ago,24-11-2024,Not disclosed
Consultant Paediatrician,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-5 Yrs,PediatricsOncologyDNBConsulting,30+ Days Ago,24-11-2024,Not disclosed
SR / Attending Consultant - Cardiac Intensivist,"Fortis Hospital, Manesar, Gurugram",Manesar,2-5 Yrs,Md Anaesthesiacardiac anesthesiaIntensivistSRConsultingCardiacAnesthesia,14 Days Ago,24-11-2024,Not disclosed
Radiologist,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-4 Yrs,DNBRadiology,30+ Days Ago,24-11-2024,Not disclosed
Consultant Cardiologist,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-5 Yrs,Consultant CardiologistCardiologyConsulting,30+ Days Ago,24-11-2024,Not disclosed
Radiologist,Cancer Centre Welfare Home And Research Institute (thakurpukur),Kolkata,0-4 Yrs,Radio diagnosisCUSGDNBRadioRadiologyDiagnosis,30+ Days Ago,24-11-2024,Not disclosed
Medical Data Entry,Buddha Cancer Centre,Patna,0-3 Yrs,process trainingsoft skillsbehavioural trainingtraining needstraining managementteachingtrainingtraining programs,30+ Days Ago,24-11-2024,Not disclosed
ADMIN EXECUTIVE,Perfect Imaging And Diagnostic Centre,Surat,0-1 Yrs,Executive AdministratorPatient careHealthcareStaff managementadmin executiveAdministrationManagementExecutive support,30+ Days Ago,24-11-2024,Not disclosed
support staff,VAZHIKATTI MENTAL HEALTH CENTRE RESEARCH INSTITUTE,Coimbatore,0-3 Yrs,support staff,30+ Days Ago,24-11-2024,Not disclosed
Regional Medical Advisor - Chronic & Gastro,Dr Reddys,Kolkata,0-2 Yrs,Medical affairsProject managementPharmaTrend analysisRegional Medical AdvisorStrategic planningHealthcareResearch,30+ Days Ago,24-11-2024,Not disclosed
ACCOUNTANT,Perfect Imaging And Diagnostic Centre,Surat,0-1 Yrs,BillingAccounting,30+ Days Ago,24-11-2024,Not disclosed
Social workers,VAZHIKATTI MENTAL HEALTH CENTRE RESEARCH INSTITUTE,Coimbatore,0-3 Yrs,Social workersSocial work,30+ Days Ago,24-11-2024,Not disclosed
Audiometrist,Zydus Sitapur Hospital,Sitapur,0-2 Yrs,diagnosticsaudio metricspatient recordsPatient careAudioMetrics,30+ Days Ago,24-11-2024,Not disclosed
"Trainer, Cash Management","Ventra Health, Inc.","Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Manager Quality AssuranceMedical billingReconciliationRadiologyHealthcareAnesthesiaCash managementUS healthcare,3 Days Ago,24-11-2024,Not disclosed
"Walkin -Drive - Field Sales ""Medical Representative""",Lupin,"Madurai, Chennai, Coimbatore",0-5 Yrs,Pharma SellingMRField SalesHospital SalesPharmaceutical SalesSellingMedicalSales,18 Days Ago,24-11-2024,3-4 Lacs PA
"Walkin -Drive - Field Sales ""Medical Representative""",Lupin,"Ghaziabad, Meerut, Delhi / NCR",0-5 Yrs,Pharma SellingMRField SalesField WorkPharmaceutical SalesHealthcare SalesMedical RepMedical Sales,18 Days Ago,24-11-2024,3-4 Lacs PA
Nurses,VAZHIKATTI MENTAL HEALTH CENTRE RESEARCH INSTITUTE,Coimbatore,0-3 Yrs,NursesNursing,30+ Days Ago,24-11-2024,Not disclosed
Occupational Therapists,VAZHIKATTI MENTAL HEALTH CENTRE RESEARCH INSTITUTE,Coimbatore,0-3 Yrs,Occupational TherapistsTherapyOccupational therapy,30+ Days Ago,24-11-2024,Not disclosed
Territory Manager,Dr Reddys Path Labs,Gorakhpur,0-5 Yrs,Product managementProduct launchExpense managementAnalyticalConsultingGeneticsCMEMarketing strategy,30+ Days Ago,24-11-2024,Not disclosed
Territory Manager,Dr Reddys Path Labs,Kochi,0-5 Yrs,Product managementProduct launchExpense managementAnalyticalConsultingGeneticsCMEMarketing strategy,30+ Days Ago,24-11-2024,Not disclosed
Territory Manager,Dr Reddys Path Labs,Surat,0-5 Yrs,Product managementProduct launchExpense managementAnalyticalConsultingGeneticsCMEMarketing strategy,30+ Days Ago,24-11-2024,Not disclosed
Territory Manager,Dr Reddys Path Labs,Jalandhar,0-5 Yrs,Supply chainInterpersonal skillsData managementAnalyticalMarket intelligenceGeneticsCMEPharmaceutical sales,30+ Days Ago,24-11-2024,Not disclosed
Territory Manager,Dr Reddys Path Labs,Thiruvananthapuram,5-6 Yrs,Product managementProduct launchExpense managementAnalyticalConsultingGeneticsCMEMarketing strategy,15 Days Ago,24-11-2024,Not disclosed
Staff Nurse,Ranchi Cancer Hospital And Research Centre,Ranchi,0-7 Yrs,UsageNursingStaff NurseGNMOncologyICU,30+ Days Ago,24-11-2024,Not disclosed
GDMO-General-Duty-Medical-Officer,Ranchi Cancer Hospital And Research Centre,Ranchi,0-5 Yrs,General DutyUsageOncologyGeneral,30+ Days Ago,24-11-2024,Not disclosed
Staff Engineer Multimodality Viewer,Rapidai,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",11-18 Yrs,UnixPerformance tuningLinuxCodingAgileWorkflowHealthcareScrum,4 Days Ago,24-11-2024,Not disclosed
Manager Production - Investigation,Sun Pharma,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",12-20 Yrs,Product qualitycqaManager Quality AssuranceAudit compliancePharmacyMISInternal quality auditorInvestigation,30+ Days Ago,24-11-2024,Not disclosed
Technician,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,grninventory controldispatchproductionfire safetywarehouse operationsstore keepingpurchase,9 Days Ago,24-11-2024,Not disclosed
"Supervisor, Coding","Ventra Health, Inc.","Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Data analysisLeadership developmentFront endMedical codingRadiologyHealthcareAnesthesiaBusiness solutions,3 Days Ago,24-11-2024,Not disclosed
Provider Education Support,"Ventra Health, Inc.","Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,CodingBillingRadiologyHealthcareAnesthesiamedical recordsInformation managementBusiness solutions,10 Days Ago,24-11-2024,Not disclosed
Marketing Executive (Medical Representative),Tablets India Ltd.,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-2 Yrs,SalesMarketing ExecutiveMedical RepresentativeMedicalMarketing,15 Days Ago,24-11-2024,Not disclosed
Senior Safety Executive,International Panaacea Limited,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,Industrial safetyEnvironmental scienceAccident investigationHSE managementISO 14001Safety trainingRisk assessmentHazard identification,29 Days Ago,24-11-2024,Not disclosed
Associate Consultant,Aster Pharmacy,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,management consultingproject managementteam managementprogram managementbusiness analysisproblem solvingclient managementmarket research,15 Days Ago,24-11-2024,Not disclosed
Associate Consultant,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-3 Yrs,management consultingproject managementteam managementprogram managementbusiness analysisproblem solvingclient managementmarket research,15 Days Ago,24-11-2024,Not disclosed
Senior Dialysis Technician,Aster Medcity,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0-4 Yrs,clinical operationshealth care servicesgnmcritical careclinical data managementnursingpatient caremedical affairs,9 Days Ago,24-11-2024,Not disclosed
Project Manager - Corporate Technology,Prudential,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-12 Yrs,IT servicesApplication supportChange managementNetworkingProject managementIncident managementProject planningMonitoring,3 Days Ago,24-11-2024,Not disclosed
"Business Analyst, Implementations","Ventra Health, Inc.","Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,ClaimsCodingBusiness analysisAnalyticalBillingRadiologyHealthcareUS healthcare,3 Days Ago,24-11-2024,Not disclosed
Sr Data Engineer,Inventiv International Pharma Services,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-5 Yrs,Computer scienceCareer developmentAnalyticalSchemaData structuresData qualityAnalyticsRecruitment,3 Days Ago,24-11-2024,Not disclosed
Deputy Manager - Production,Piramal Pharma Limited,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,HousekeepingQAPharmaShop floorProduction schedulingGMPDeputy Manager ProductionRaw material,4 Days Ago,24-11-2024,Not disclosed
Area Manager (Sales),Omnis Lifecare,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,TrainingTime managementPharmaPharmacySales forecastingBudgetingKey account managementCRM,30+ Days Ago,24-11-2024,Not disclosed
Mechanical Commissioning Engineer - DATA CENTERS SR1,CAI,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,Test scriptsProject managementqaqcConsultingSATIssue resolutionMechanical testingMedical insurance,4 Days Ago,24-11-2024,Not disclosed
Senior Quality Assurance Engineer,Blink Health,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",14 Yrs,Supply chainManager Quality AssuranceTesting toolsJavascriptHealthcareSeleniumsoftware qualitySQL,4 Days Ago,24-11-2024,Not disclosed
Sr DevOps Engineer,Intouch Health,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,UnixC++LinuxXMLWeblogicMySQLJavascriptHTML,4 Days Ago,24-11-2024,Not disclosed
DevOps Engineer III,Intouch Health,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,AutomationRDBMSCodingXMLPostgresqlMySQLAgileHealthcare,4 Days Ago,24-11-2024,Not disclosed
Senior Software Engineer,Blink Health,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-8 Yrs,Supply chainLinuxPharmaPharmacyMySQLJavascriptProgrammingHealthcare,4 Days Ago,24-11-2024,Not disclosed
Enterprise Technology Lead - HR,Prudential,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",12-13 Yrs,IT servicessecurity complianceNetworkingTechnology LeadITSMAgileProject planningManagement,4 Days Ago,24-11-2024,Not disclosed
Team Member - Plant IT,Sun Pharma,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,OPEXQCCompliancePharmaAnalyticalWindows applicationQMSStandard operating procedures,17 Days Ago,24-11-2024,Not disclosed
Territory Business Executive,Novartis,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",1-3 Yrs,Data analysisSalesPerformance managementNetworkingPharmaHealthcareCross functional coordinationCustomer engagement,30+ Days Ago,24-11-2024,Not disclosed
Senior Manager Production Injectables,Sun Pharma,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-11 Yrs,Senior Manager OperationsEquipment qualificationUSFDASUBHead Business DevelopmentFormulationQMSGMP,18 Days Ago,24-11-2024,Not disclosed
MBBS Doctor,Hiring for Client and industry is IT Industry,"Mumbai, Pune, Delhi / NCR",0-5 Yrs,MBBStreatment planningMBBS DoctorCCUICUnursingPlanning,9 Days Ago,24-11-2024,Not disclosed
Marketing Professionals,Stalwart Meditech,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Marketing ProfessionalsMarketing,30+ Days Ago,24-11-2024,Not disclosed
Sr.Manager Engineering (OSD),Sun Pharma,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",18-20 Yrs,EHSOSDHVACSAPEnergy conservationPower distributionCivil designMachinery,18 Days Ago,24-11-2024,Not disclosed
Process Engineer,Sun Pharma,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",15-18 Yrs,TrainingSolvent recoveryProcess engineeringSimulationLean manufacturingCost reduction projectsProcess safetyTroubleshooting,18 Days Ago,24-11-2024,Not disclosed
Service Professional,Stalwart Meditech,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-7 Yrs,Financial planningMedical servicesHealthcareHRBusiness strategyProperty managementNetwork managementLegal services,30+ Days Ago,24-11-2024,Not disclosed
"Emergency Medical Technician - Pune, Hyderabad, Vizag",Next Learn Technologies,"Visakhapatnam, Hyderabad, Pune",1-2 Yrs,Emergency MedicineAnaesthesiologistPatient MonitoringVentilationDefibrillatorPulmonologySurgicalOT,30+ Days Ago,24-11-2024,3-3.75 Lacs PA
Key Accounts Manager,Vital Therapeutics & Formulations,"Kolkata, Pune, Bengaluru",5-10 Yrs,PoultryAnimal HealthAnimal Nutritionfeedfeed supplementspoultry medicineLivestockCrm Tool,10 Days Ago,24-11-2024,6-15 Lacs PA
Optometrist,Apollo TeleHealth,"Pune, Bengaluru",0-5 Yrs,optometrySalesselectionEye examinationOptometristsEyeExamination,18 Days Ago,24-11-2024,2.5-5 Lacs PA
Fermentation Manager,International Panaacea Limited,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,Process automationTeam managementMicrobiologyAnalyticalProcess controlFood safetyBiochemistryManager Quality Control,30+ Days Ago,24-11-2024,Not disclosed
Regional Sales Manager,Hester,"Pune, Bengaluru",8-13 Yrs,Sales And Business DevelopmentTeam HandlingCustomer RelationshipsSales StrategyTeam LeadingManagementCustomer relationshipHandling,4 Days Ago,24-11-2024,Not disclosed
Fleet Head,GVK Emergency Management and Research Institute (GVK EMRI),Hyderabad/Secunderabad,15-24 Yrs,Fleet Managementautomobilevehicle trackingFleetManagementTrackingVehicle,10 Days Ago,24-11-2024,9-12 Lacs PA
ICU Doctor ( MBBS / DA / MD/ DNB ),Hiring for Client and industry is IT Industry,"Mumbai, Pune, Delhi / NCR, Andheri",0-5 Yrs,MBBSICUEmergency careEmergency DoctorAnesthesiaCritical CareDASEmergency,8 Days Ago,24-11-2024,Not disclosed
Product Specialist - Domestic Sales,Healthium Medtech,"Mumbai, Chandigarh, New Delhi, Pune, Chennai",3-5 Yrs,Relationship managementDomestic salesSalesStrategic partnershipsManufacturing qualityCustomer engagementMonitoringQuality,30+ Days Ago,24-11-2024,Not disclosed
Utility/Maintenance Sr. Manager,International Panaacea Limited,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-10 Yrs,Plant operationsWater treatmentHVACAnalyticalProcess controlGMPFood processingPreventive maintenance,30+ Days Ago,24-11-2024,Not disclosed
Junior Scientist/Scientist - Analytical Research(OSD Formulation),Aizant,Hyderabad/Secunderabad,2-6 Yrs,FormulationAnalytical ResearchMethod ValidationHPLCMethod DevelopmentMethodsAnalyticsDevelopment,15 Days Ago,24-11-2024,Not disclosed
Firmware Engineer ( RTOS or Linux),Global Pharma Tek,"Mumbai, Pune, Ramapuram",4-9 Yrs,RTOSUnit TestingZephyr RTOSGitHubFirmware EngineerBACnetSPIJira,19 Days Ago,24-11-2024,Not disclosed
Senior Manager Engineering - API,Sun Pharma,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",15-20 Yrs,Engineering servicesOPEXResource utilizationMechanicalBusiness planningElectrical maintenanceProject planningSite engineering,18 Days Ago,24-11-2024,Not disclosed
Senior Executive - Method Validation,Enzene,Pune(Chakan),5-8 Yrs,UPLCHPLCMethod ValidationAnalytical Method DevelopmentResearch And DevelopmentQuality ControlMethodsQuality,25 Days Ago,24-11-2024,Not disclosed
Senior Research Associate - Bio Analytical Assay (R&D),Enzene,Pune(Chakan),5-8 Yrs,Bioanalytical AssayResearch And DevelopmentSPRCell based AssayBLIELISAResearchR And D,25 Days Ago,24-11-2024,Not disclosed
