roles,companies,locations,experience,skills,Dates,PresentDate,salary
Acquisiton Manager@Motilal Oswal,Motilal Oswal Financial Services (MOFSL),"Mumbai, Navi Mumbai, Mumbai (All Areas)",0-5 Yrs,Demat AccountRelationship managerWealth ManagerAcquisition ManagerEquity salesShare MarketCross SalesEquity,14 Days Ago,23-11-2024,3.25-6.5 Lacs PA
Lead Specialist - Financial Reporting,Aptia Group India,Mumbai(Powai),4-6 Yrs,Financial ReportingUS GAAPUk GaapFinancial StatementsGroup ReportingManagement ReportingConsolidationAudit Management,1 Day Ago,23-11-2024,Not disclosed
Customer Service - Digital Sales - Housing - DS,Tata Capital,Mumbai,1-2 Yrs,Customer acquisitionMIS reportingLoansSalesDigital salesfinancial productsCustomer satisfactionHousing finance,15 Days Ago,23-11-2024,Not disclosed
Software Engineer,Nomura,Mumbai,2-5 Yrs,Manager TechnologyTechnology managementManagementTechnologySoftwareSoftware engineering,15 Days Ago,23-11-2024,Not disclosed
FIN_Mgmt Information_AN,Nomura,Mumbai,2-5 Yrs,global operationsFinancial controlFinanceoperational risk managementInvestment bankingAsset managementInformation technologyFinancial services,15 Days Ago,23-11-2024,Not disclosed
GSS-Regional Sourcing,Nomura,Mumbai,3-7 Yrs,ProcurementMarket analysisGlobal sourcingBiddingWealth managementInvestment bankingInvestment managementFinancial services,15 Days Ago,23-11-2024,Not disclosed
Graphic Designer,Manba Finance,"Thane, Navi Mumbai, Mumbai (All Areas)(Wagle Estate +2)",2-7 Yrs,Video EditingDigital MarketingPhotoshopGraphic DesigningIllustratorCanvaCorel DrawSocial Media Marketing,15 Days Ago,23-11-2024,1-3.5 Lacs PA
Business Analyst / Fixed Deposits and Bonds,Anand Rathi Shares and Stock Brokers,Mumbai(Goregaon East),3-5 Yrs,Fixed DepositsBondsBusiness AnalysisCommunication SkillsFixDepositsAnalysis,15 Days Ago,23-11-2024,5-6 Lacs PA
Deputy Manager - Finance,HDFC ERGO,"Mumbai, Mumbai (All Areas)",3-5 Yrs,Bank Reconciliation StatementFinanceBank ReconciliationReconciliationManagement,15 Days Ago,23-11-2024,Not disclosed
Customer Service Executive-Contact Centre - Health Insurance Inbound,Mehr Capital,"Thane, Navi Mumbai, Dombivli",0-5 Yrs,FresherBPOBCOMBBACustomer ServiceBanking ProcessBbiRetention,15 Days Ago,23-11-2024,3-3.25 Lacs PA
Graduate Fresher Jobs -Global Bank payroll - Inbound Video KYC Officer,Mehr Capital,"Thane, Navi Mumbai, Mumbai (All Areas)(Ghodbunder Road +20)",0-5 Yrs,InboundVRMOutboundGraduateRetail BankingCustomer ServiceVirtual Care officerCross Selling,15 Days Ago,23-11-2024,3-4.5 Lacs PA
Required Treasury Associate - Off role,TeamLease,Mumbai(Prabhadevi +1),1-5 Yrs,Banking OperationsTreasury ManagementBank GuaranteeForex ManagementTrade FinanceInternational Trade FinanceTreasury OperationsForeign Remittance,15 Days Ago,23-11-2024,7-10 Lacs PA
Impact Facilitator/Financial Literacy Trainer,Xapsol Xtramile People Solution,Mumbai(Lower Parel),4-9 Yrs,TrainingFinacial LiteracyMutual FundsFixed DepositsInsurancePPFFinancePPP,4 Days Ago,23-11-2024,Not disclosed
Sales Manager - Agency Sales,Pnb Metlife India Insurance Co. Ltd,Mumbai,0-5 Yrs,SalesAgency SalesDistribution ManagementInsurance Manager ActivationLife Insurance Manager RecruitmentAgency Sales ManagerLife InsuranceBusiness Development,17 Days Ago,23-11-2024,Not disclosed
Business Development Manager - Corporate Salary Relationship,Axis Bank,Mumbai,3-6 Yrs,Corporate SalaryBusiness DevelopmentSales DevelopmentSalarySalesCorporate relationsRelationship managementRelationship,10 Days Ago,23-11-2024,Not disclosed
B.Sc- IT Fresher,AXIS DIRECT,Navi Mumbai,23-Nov,IT SkillsNoSQLJavascriptRest Api ServicesSQLComputer ScienceAPIScience,17 Days Ago,23-11-2024,2.75-3 Lacs PA
Digital Acquisition Specialist @JM Finance,JM Finance,"Mumbai, Thane, Navi Mumbai",0-4 Yrs,Digital acquisition SpecialistFinancial Products SalesFinancial SalesEquity SalesTele salesCross SellingClient AcquisitionMutual Funds Sales,18 Days Ago,23-11-2024,1.5-4.75 Lacs PA
Wealth Relationship Manager (Equity Research & Advisory),Stockaxis,Hybrid - Mumbai(Cuffe Parade),0-5 Yrs,SalesStock MarketShare MarketPortfolio ManagementMutual FundsBrokingEquity BrokingEquity Research,5 Days Ago,23-11-2024,3-6 Lacs PA
Investment Research Strategist,Leading Client,Mumbai,5-7 Yrs,Investment Researchfinancial researchMATLABPythonSQLquantitative financeStrategistInvestment,1 Day Ago,23-11-2024,Not disclosed
"Opening in Yes Bank phone banking officer, Airoli",Plada Infotech Services,"Thane, Navi Mumbai, Dombivli",0-5 Yrs,Voice ProcessbpoCustomer ServiceCSRTelesalesInbound CallsPhone BankingCalling,5 Days Ago,23-11-2024,"50,000-2.5 Lacs PA"
Medical Officer/Senior Medical Officer-Non clinical,Medi Assist,Mumbai(Andheri East),0-5 Yrs,Doctor ActivitiesClaimsClaims ManagementInsurance ClaimsTPAClaims Adjudicationcashless claimsreimbursement Claims,21 Days Ago,23-11-2024,3.75-5.5 Lacs PA
Inside Sales Executive @JM Finance,JM Financial,"Mumbai, Thane, Navi Mumbai",0-4 Yrs,B2C SalesInside SalesSalesInside Sales SpecialistInside Sales ExecutiveOnline Lead GenerationInside Sales Business Development ManagerInside sales Manager,22 Days Ago,23-11-2024,1.5-4 Lacs PA
Equity Advisor @JM Finance,JM Financial,"Mumbai, Thane, Navi Mumbai",0-5 Yrs,Equity DealerEquity AdvisoryDealingBrokerage GenerationAdvisoryShare MarketTerminal ServicesEquity,22 Days Ago,23-11-2024,3.25-6.5 Lacs PA
Financial Advisor,Pravin Kamat LIC Senior BA,"Hybrid - Thane, Navi Mumbai, Mumbai (All Areas)(Thane West +4)",0-5 Yrs,Financial SalesFinancial AdvisoryInsurance MarketingInvestment PlanningFinancial Products SalesSales And MarketingInsurance SalesFinancial Consultancy,23 Days Ago,23-11-2024,Not disclosed
Software Development Engineer III (Backend),Upstox,Mumbai,5-11 Yrs,schemaserveroraclesoftware developmentweb applicationmobile phonesjavascriptspring,24 Days Ago,23-11-2024,Not disclosed
Team Member,DCB Bank,Mumbai,0-1 Yrs,SalesTeam,30+ Days Ago,23-11-2024,Not disclosed
Team Member,DCB Bank,Mumbai,0-1 Yrs,SalesSales accountTeamAccounting,30+ Days Ago,23-11-2024,Not disclosed
Team Member,DCB Bank,Mumbai,0-1 Yrs,Team operationsOperationsTeam,30+ Days Ago,23-11-2024,Not disclosed
Sales Manager,DCB Bank,Mumbai,0-1 Yrs,SalesManagementSales management,30+ Days Ago,23-11-2024,Not disclosed
Sales Manager,DCB Bank,Mumbai,0-1 Yrs,LoansSalesManagementSales management,30+ Days Ago,23-11-2024,Not disclosed
Sales Manager,DCB Bank,Mumbai,0-1 Yrs,Team managementSalesTeamManagementSales management,30+ Days Ago,23-11-2024,Not disclosed
Risk Analyst,DCB Bank,Mumbai,0-1 Yrs,Risk AnalystAnalyticsRisk analysisRisk,30+ Days Ago,23-11-2024,Not disclosed
Relationship Manager - CASA,DCB Bank,Mumbai,0-1 Yrs,RelationshipCasaRelationship managementManagement,30+ Days Ago,23-11-2024,Not disclosed
Relationship Manager,DCB Bank,Mumbai,0-1 Yrs,SalesRelationshipManagementRelationship management,30+ Days Ago,23-11-2024,Not disclosed
Relationship Manager,DCB Bank,Mumbai,0-1 Yrs,RelationshipRelationship managementManagement,30+ Days Ago,23-11-2024,Not disclosed
PRODUCT MANAGER,DCB Bank,Mumbai,0-1 Yrs,PRODUCTManagementProduct managementProduction,30+ Days Ago,23-11-2024,Not disclosed
Product Manager,DCB Bank,Mumbai,0-1 Yrs,Product innovationInnovationManagementProduct management,30+ Days Ago,23-11-2024,Not disclosed
PRODUCT MANAGER,DCB Bank,Mumbai,0-1 Yrs,MORTGAGESMortgageProduct managementManagement,30+ Days Ago,23-11-2024,Not disclosed
Mis Analyst,DCB Bank,Mumbai,0-1 Yrs,MIS AnalystAnalyticsMISMIS Analysis,30+ Days Ago,23-11-2024,Not disclosed
Legal Manager,DCB Bank,Mumbai,0-1 Yrs,LegalManagementLegal management,30+ Days Ago,23-11-2024,Not disclosed
HR - RECRUITER,DCB Bank,Mumbai,0-1 Yrs,HRHrsdRecruitment,30+ Days Ago,23-11-2024,Not disclosed
Gold Loan Officer,DCB Bank,"Mumbai, Vasai",0-1 Yrs,Gold loanGold,30+ Days Ago,23-11-2024,Not disclosed
GOLD LOAN OFFICER,DCB Bank,Mumbai,0-1 Yrs,SalesGold loanGold,30+ Days Ago,23-11-2024,Not disclosed
Gold Loan Officer,DCB Bank,Mumbai,0-1 Yrs,Gold loanGold,30+ Days Ago,23-11-2024,Not disclosed
Gold Loan Manager,DCB Bank,Mumbai,0-1 Yrs,Gold loanManagementGold,30+ Days Ago,23-11-2024,Not disclosed
Gold loan Manager,DCB Bank,Mumbai,0-1 Yrs,gold loan operationsGold loanOperationsManagementGoldLoan operations,30+ Days Ago,23-11-2024,Not disclosed
Gold Loan Executive,DCB Bank,Mumbai,0-1 Yrs,Gold Loan ExecutiveGoldGold loan,30+ Days Ago,23-11-2024,Not disclosed
Credit Policy Analyst,DCB Bank,Mumbai,0-1 Yrs,Senior AnalystCredit analysisCreditSeniorCredit policy,30+ Days Ago,23-11-2024,Not disclosed
Credit Manager,DCB Bank,Mumbai,0-1 Yrs,CREDITManagementCredit management,30+ Days Ago,23-11-2024,Not disclosed
Credit Analyst,DCB Bank,Mumbai,0-1 Yrs,Credit AnalystCredit analysisCredit,30+ Days Ago,23-11-2024,Not disclosed
RELATIONSHIP MANAGER RETAIL CASA DEPOSITS,DCB Bank,Mumbai,0-1 Yrs,Retail bankingRelationshipSavingRelationship managementDepositsManagementRetailCasa,30+ Days Ago,23-11-2024,Not disclosed
Global Investment Research-SSC Research -Analyst,Goldman Sachs,Bengaluru,0-2 Yrs,Data analysisInvestment researchFixed incomeFinanceInvestment bankingInvestment managementFundamental researchResearch,2 Days Ago,23-11-2024,Not disclosed
Global Banking and Markets - Bengaluru Analyst Program - Analyst,Goldman Sachs,Bengaluru,0-1 Yrs,Client servicingAnalyticalDiversity and InclusionHTMLInvestment managementTraining and DevelopmentInvestment bankingMergers and acquisitions,1 Day Ago,23-11-2024,Not disclosed
"Asset & Wealth Management, Fixed Income Risk Economics, Analyst",Goldman Sachs,Bengaluru,0-3 Yrs,Wealth managementFixed incomeHTMLInvestment bankingAsset managementInvestment managementRisk managementPortfolio management,1 Day Ago,23-11-2024,Not disclosed
Technology Consulting-DP Salesforce Marketing Cloud,KPMG India,Mumbai,2-6 Yrs,AutomationPPCData migrationEmail marketingJavascriptHTMLDigital marketingAnalytics,5 Days Ago,23-11-2024,Not disclosed
Associate/Senior Associate CERT,Morgan Stanley,Mumbai,2-5 Yrs,bloombergwritinghedge fundsprocessingfinancial servicescorporate actionsProcessSenior,5 Days Ago,23-11-2024,Not disclosed
Sales Officer (Bajaj)Chennai,Bajaj Finserv Ltd.,Bengaluru,0-3 Yrs,medico marketingpharmaceuticalkolbusiness developmenttrainingmedical affairssalesmarketing,1 Day Ago,23-11-2024,Not disclosed
Manager,Pricewaterhouse Coopers Private Limited,Mumbai,5-7 Yrs,ProcurementTelecomRisk analyticsProject managementProcess improvementPharmapricing strategyProject planning,1 Day Ago,23-11-2024,Not disclosed
Technology Consulting-DP SFMC- Consultant,KPMG India,Mumbai,2-6 Yrs,AutomationPPCData migrationEmail marketingJavascriptHTMLDigital marketingAnalytics,5 Days Ago,23-11-2024,Not disclosed
Business Analyst,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,Relationship managementData migrationBusiness AnalystBusiness analysisTechnical designManagement consultingInvestment bankingProject delivery,4 Days Ago,23-11-2024,Not disclosed
Tele-Collections Executive - Bangalore,2coms,Bengaluru,0-5 Yrs,bpodomestic bpocustomer relationshipinboundback officecustomer servicecustomer careoutbound process,1 Day Ago,23-11-2024,Not disclosed
Senior Data Analyst,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,hivepythondata analysissql queriesmodelingscalapysparkbusiness analysis,11 Days Ago,23-11-2024,Not disclosed
PMO,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-14 Yrs,Relationship managementBusiness analysisResourcingManagement consultingAgileInvestment bankingProject deliveryStakeholder management,3 Days Ago,23-11-2024,Not disclosed
Senior Data Analyst,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",8-12 Yrs,Data analysisCodingBfsiAgileStakeholder managementJIRAProject deliveryFinancial services,30+ Days Ago,23-11-2024,Not disclosed
Business Analyst,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-12 Yrs,Data analysisBusiness analysisBfsiAgileGap analysisCapital marketAsset managementTest cases,30+ Days Ago,23-11-2024,Not disclosed
Database Test Engineer in Banking - Bangalore/ Pune,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,Test strategyETL testingManagement consultingDatabaseTest planningTest casesETL toolFinancial services,4 Days Ago,23-11-2024,Not disclosed
F&O Technical - Consultant - Bangalore,KPMG India,Mumbai,2-6 Yrs,CodingFixed assetsTDDVisual StudioTaxationmicrosoftinternational clientsInventory,5 Days Ago,23-11-2024,Not disclosed
Consultant - Power Platform - Bangalore,KPMG India,Mumbai,6-10 Yrs,Technical ExpertConsultingJavascriptFlexASP.NetmicrosoftInformation technologyinternational clients,5 Days Ago,23-11-2024,Not disclosed
Python Developer,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,pythondata managementsystemconfluencegrafanalinuxDataDevelopment,9 Days Ago,23-11-2024,Not disclosed
Risk Environment Support,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,production supportjavaautosysunixprogrammingjiraRiskProduction,9 Days Ago,23-11-2024,Not disclosed
Product Owner Regulatory,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-10 Yrs,uatscrumagileuser storiesfsazure devopsUsageRegulatory,5 Days Ago,23-11-2024,Not disclosed
Assistant Manager - Debt Management Services - Urban GCL,Bajaj Finserv Ltd.,Mumbai,0-2 Yrs,LoansLegalManagementDebt managementMonitoringUrbanManagement servicesAssistance,2 Days Ago,23-11-2024,Not disclosed
Software Engineer Java / Python (Full Stack or Back End),JPMorgan Chase Bank,Mumbai,0-6 Yrs,System architectureFront endCodingDebuggingMachine learningAgileSystem designApplication development,2 Days Ago,23-11-2024,Not disclosed
Analyst- Ecomm Surveillance (Legal and Compliance),Morgan Stanley,Mumbai,0-2 Yrs,Manager Internal AuditWealth managementLegal complianceFinancial InstrumentsAnti money launderingInvestment bankingInvestment managementRisk management,1 Day Ago,23-11-2024,Not disclosed
Apprentice - Non Technology,Deutsche Bank,"Mumbai, Jaipur, Bengaluru",0-1 Yrs,Customer Servicefollow-uptransactions ProcessingPB OperationsComplaint managementTechnologyProcessingManagement,19 Days Ago,23-11-2024,Not disclosed
Sales Manager,ICICI Home Finance (ICICI HFC),"Mumbai Suburban, Delhi / NCR, Mumbai (All Areas)(J B Nagar +6)",0-1 Yrs,Communication SkillsField SalesFieldSalesManagementSales management,2 Days Ago,23-11-2024,2.75 Lacs PA
Walk-in Interview || Mahim || Gold Loans,IIFL Finance,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",27-Nov,SalesVikramgadBankBhayanderKandivaliDahanuMumbaiDombivli,Today,23-11-2024,Not disclosed
Financial Analyst - Walk-in Drive at eClerx- Mumbai,eClerx,"Mumbai(Kalyan West +5), Navi Mumbai",22 Nov - 24 Nov,Investment BankingCapital MarketExcelKyc OperationsInvestment Banking OperationsDrivesInvestmentKYC,2 Days Ago,23-11-2024,"50,000-2.25 Lacs PA"
Finance Analyst - Immediate joiners only,eClerx,"Mumbai, Navi Mumbai",0-2 Yrs,KYCportfolio reconciliationprocess managementfinancial institutionclient managementbanking operationsPortfolioBanking Operation,2 Days Ago,23-11-2024,Not disclosed
Bancassurance Manager,Kotak Life Insurance,"Kolkata, Bengaluru, Mumbai (All Areas)",1-6 Yrs,Insurance SalesBancaAgency ChannelLife InsuranceBanca SalesDirect SalesBancassurance SalesKey Account Management,5 Days Ago,23-11-2024,2.5-4.5 Lacs PA
EY India Hiring For Crypto Investigations & AML || Apply Now,Ernst Young Services,"Bengaluru, Delhi / NCR, Mumbai (All Areas)",2-7 Yrs,CryptoRisk AssessmentCrypto InvestigationsTransaction MonitoringAmlSAR DraftingKYCForensic Audit,11 Days Ago,23-11-2024,Not disclosed
Intelligent Automation- Mumbai,KPMG India,Pune,2-5 Yrs,TrainingAutomationAnalyticalAutomation toolsManager TechnologyBudgetinginternational clientsAnalytics,5 Days Ago,23-11-2024,Not disclosed
EY India Hiring For Crypto Investigations AML Roles Apply Now,Ernst Young Services,"Bengaluru, Delhi / NCR, Mumbai (All Areas)",4-9 Yrs,CryptoEddBlockchainInvestigationsApplicationInvestigationAmlHiring,12 Days Ago,23-11-2024,Not disclosed
Urgently hiring Graduate freshers in a US Healthcare company,IKS HEALTH,"Thane, Bhiwandi, Navi Mumbai",0-3 Yrs,night shiftgraduatesBlended ProcessBPOCustomer ServiceKPOMedical BillingCustomer Relationship,2 Days Ago,23-11-2024,2-2.5 Lacs PA
PMO,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-8 Yrs,Front officeDiversity and InclusionFocusAgileAsset managementStakeholder managementOperationsBusiness case,30+ Days Ago,23-11-2024,Not disclosed
SRC Generic_Senior Associate,Pricewaterhouse Coopers Private Limited,"Mumbai, Hyderabad, Bengaluru",0-8 Yrs,CisaISOProject managementAnalyticalRisk assessmentConsultingGap analysisOutsourcing,1 Day Ago,23-11-2024,Not disclosed
PMO,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-14 Yrs,PMPBusiness transformationProject managementproject governanceManagement consultingJIRAStakeholder managementBusiness case,1 Day Ago,23-11-2024,Not disclosed
Freshers-Associate Securities Operations Representative,Wells Fargo,Bengaluru,0-1 Yrs,Private EquityMutual FundsHedge FundsFund AccountingBondsEquityDerivativesSecurity,1 Day Ago,23-11-2024,Not disclosed
Python Developer,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-7 Yrs,UnixAutomationLinuxProduction supportData managementDebuggingAgileFinancial services,30+ Days Ago,23-11-2024,Not disclosed
Risk Environment Support,Capco,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,UnixAutomationProduction supportProblem managementPerlTroubleshootingJIRAMonitoring,30+ Days Ago,23-11-2024,Not disclosed
Associate/Senior Associate FSCAT Mumbai,Morgan Stanley,Mumbai,0-4 Yrs,fund administrationmiddle officefinancial servicesprocessinghedge fundsreconciliationSeniorAdministrationFinance,23 Days Ago,23-11-2024,Not disclosed
Associate/Senior Associate FSCAT Private Equity Mumbai,Morgan Stanley,Mumbai,0-4 Yrs,allocationpeanalysispowerpointcommunication skillsfund accountingPrivate equityEquity,25 Days Ago,23-11-2024,Not disclosed
Global Banking & Markets Operations - Securities Settlements - Analyst,Goldman Sachs,Hyderabad,1-2 Yrs,operational supportLegal complianceClient servicingRelationship buildingHTMLAsset managementInvestment managementTraining and Development,1 Day Ago,23-11-2024,Not disclosed
Global Banking & Markets Operations - Securities Settlements - Analyst,Goldman Sachs,Bengaluru,1-2 Yrs,operational supportLegal complianceClient servicingRelationship buildingHTMLAsset managementInvestment managementTraining and Development,1 Day Ago,23-11-2024,Not disclosed
"Asset & Wealth Management, Administrative Assistant, Bengaluru",Goldman Sachs,Bengaluru,1-4 Yrs,AdministrationHelpdeskWealth managementReconciliationAsset managementInvestment bankingCateringOperations,2 Days Ago,23-11-2024,Not disclosed
Resourcing and Deployment- Senior Associate,Pricewaterhouse Coopers Private Limited,Bengaluru,1-3 Yrs,Data analysisPerformance managementStaffingFormulationAnalyticalResourcingSchedulingResource management,1 Day Ago,23-11-2024,Not disclosed
Asset & Wealth Mgmt. Operations - Client Reporting - Senior Analyst,Goldman Sachs,Bengaluru,2-3 Yrs,Wealth managementAnalyticalFinancial riskInvestment bankingAsset managementInvestment managementRisk managementMS Office,1 Day Ago,23-11-2024,Not disclosed
Associate Manager- Finops,Phonepe,Bengaluru,1-10 Yrs,Process automationERPDispute resolutionProcess improvementReconciliationBillingMedical insuranceFinancial services,2 Days Ago,23-11-2024,Not disclosed
Global Banking & Markets Operations - Collateral and Margin - Analyst,Goldman Sachs,Bengaluru,2-5 Yrs,Collateral managementprime brokerageReconciliationHTMLInvestment bankingAsset managementInvestment managementOperations,1 Day Ago,23-11-2024,Not disclosed
Associate Process Manager- Security Master Operations,Broadridge,Bengaluru,2-4 Yrs,AutomationTeam managementMISFixed incomeBack officeInvestment bankingmicrosoftMacros,1 Day Ago,23-11-2024,Not disclosed
Managed Services-BOS-Quality Control - Associate - Operate,Pricewaterhouse Coopers Private Limited,Bengaluru,2-4 Yrs,Manager Quality AssuranceClaimsMedical billingBack officeHealthcareCustomer serviceManager Quality ControlMS Office,1 Day Ago,23-11-2024,Not disclosed
Risk-Bengaluru-Associate-Model Risk,Goldman Sachs,Bengaluru,2-3 Yrs,AutomationAnalyticalliquidity riskoperational risk managementdata integrityRisk managementAnalyticsPython,2 Days Ago,23-11-2024,Not disclosed
Global Banking & Markets Operations - Collateral and Margin -Analyst,Goldman Sachs,Bengaluru,2-5 Yrs,Collateral managementFixed incomeprime brokerageReconciliationInvestment bankingAsset managementInvestment managementRisk management,1 Day Ago,23-11-2024,Not disclosed
Transaction Banking - Associate - Security Engineering,Goldman Sachs,Bengaluru,4-9 Yrs,Data analysisInformation securitySOCConsultingNetwork securityHTMLInvestment bankingBusiness intelligence,2 Days Ago,23-11-2024,Not disclosed
AFC Data Management and Governance,Deutsche Bank,Hybrid - Bengaluru,6-11 Yrs,Data ManagementData LineageData AnalysisData EngineerMetadataData GovernancePythonSQL,Just Now,23-11-2024,Not disclosed
Backend Engineer- Golang,Hdfc Bank,Bengaluru(Richmond Road),5-10 Yrs,GolangJavaCicd PipelineAPISQLRestAWSMicroservices,1 Day Ago,23-11-2024,Not disclosed
Cybersecurity-ETS-SAP GRC security-Manager-Bangalore,Pricewaterhouse Coopers Private Limited,Bengaluru,9-12 Yrs,SAPSAP securityCorporate governanceAnalyticalProcess controlConsultingRFPOperations,1 Day Ago,23-11-2024,Not disclosed
IN-Senior Manager_AI _Citizen Services_Advisory _Bangalore,Pricewaterhouse Coopers Private Limited,Bengaluru,3-6 Yrs,Computer visiondeep learningData managementOpencvConsultingBusiness strategyOperationsAdvisory,1 Day Ago,23-11-2024,Not disclosed
Testing Mainframe - Associate I - Bangalore,JPMorgan Chase Bank,Bengaluru,7-13 Yrs,Analytical skillsService levelWork managementProject managementTest scenariosProduct implementationUATTest cases,1 Day Ago,23-11-2024,Not disclosed
TPRM Consultant,Deutsche Bank,Hybrid - Bengaluru,7-10 Yrs,Vendor ManagementTprmVRMvendor DuediligenceRFIThird Party Risk ManagementVendor Risk ManagementVendor onboarding,1 Day Ago,23-11-2024,Not disclosed
NRI Relationship Manager - Bangalore - Interview on 23rd Nov'24,Hdfc Bank,Bengaluru,23-Nov,Wealth ManagementRelationship ManagementTeam ManagementHNIPortfolio ManagementPremier BankingPrivate BankingNRI,1 Day Ago,23-11-2024,6-16 Lacs PA
Risk Advisory Finance Advisory Senior,KPMG India,Bengaluru,0-2 Yrs,Financial statementsUS GAAPFinancial reportingAccountingAnalyticalCash flow statementData analyticsIFRS,5 Days Ago,23-11-2024,Not disclosed
IET Business Analyst Associate,Pricewaterhouse Coopers Private Limited,Bengaluru,0-1 Yrs,ccbcscrumleadership developmentagileguidewireBusiness analysisLeadership,5 Days Ago,23-11-2024,Not disclosed
Preferred Relationship Manager - Bangalore - Interview on 23rd Nov'24,Hdfc Bank,Bengaluru,23-Nov,Preferred BankingHNIPremier BankingPortfolio ManagementNRIPortfolioPriority BankingNRI Services,1 Day Ago,23-11-2024,8-17 Lacs PA
Branch Manager - Bangalore - Interview on 23rd Nov'24 (Saturday),Hdfc Bank,Bengaluru,23-Nov,Preferred BankingCurrent AccountHNIPremier BankingPortfolio ManagementNRIPortfolioPriority Banking,1 Day Ago,23-11-2024,5-10 Lacs PA
Current Account RM - Bangalore - Interview on 23rd Nov'24 (Saturday),Hdfc Bank,Bengaluru,23-Nov,Preferred BankingCurrent AccountHNIPremier BankingPortfolio ManagementNRIPortfolioPriority Banking,1 Day Ago,23-11-2024,5-10 Lacs PA
Branch Sales Manager - Bangalore - Interview on 23rd Nov'24 (Saturday),Hdfc Bank,Bengaluru(Old Airport Road +1),23-Nov,CasaPreferred BankingCurrent AccountHNIPremier BankingPortfolio ManagementNRIPortfolio,1 Day Ago,23-11-2024,5-15 Lacs PA
Imperia Clients RM - Bangalore - Interview drive on 23rd Nov'24,Hdfc Bank,Bengaluru,23-Nov,Imperia ClientsHNIPrivate BankingPremier BankingMutual FundsPortfolioUltraPremier,1 Day Ago,23-11-2024,10-20 Lacs PA
"Associate - Legal Entity Controller, Bangalore",JPMorgan Chase Bank,Bengaluru,1-6 Yrs,Financial statementsAnalyticalLegalCommercial bankingInvestment bankingAsset managementOperationsBalance Sheet,2 Days Ago,23-11-2024,Not disclosed
Personal Banker - NRI Business - Bangalore - Interview on 23rd Nov'24,Hdfc Bank,Bengaluru,23-Nov,NRINRI ServicesRetail BankingHNIPremier BankingPrivate BankingRetail LiabilitiesPriority Banking,1 Day Ago,23-11-2024,5-8 Lacs PA
Personal Banker - Classic - Bangalore - Interview on 23rd Nov'24 (Thu),Hdfc Bank,Bengaluru,23-Nov,Personal BankingRetail BankingHNIPremier BankingPrivate BankingRetail LiabilitiesPriority BankingRetail Branch Banking,1 Day Ago,23-11-2024,5-8.5 Lacs PA
Analyst - Data Analytics,KPMG India,Bengaluru,1-3 Yrs,Selection processBusiness HeadChange managementManager Internal AuditISO 27001Incident managementAuditingIT audit,2 Days Ago,23-11-2024,Not disclosed
Field Executive - Fintech ( Bangalore),2coms,Bengaluru,0-5 Yrs,productionrefinery operationscustomer servicetrainingbusiness developmentrecoveryofficeplant operations,7 Days Ago,23-11-2024,2-3 Lacs PA
Relationship Banking Head - RBB - Bangalore - Interview on 23rd Nov'24,Hdfc Bank,Bengaluru,23-Nov,Wealth ManagementRelationship ManagementTeam ManagementHNIPortfolio ManagementPremier BankingPrivate BankingNRI,1 Day Ago,23-11-2024,16-27.5 Lacs PA
Trade Lifecycle Analyst - Team Leader,JPMorgan Chase Bank,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-13 Yrs,Analytical skillsFront officeWealth managementMISBillingTrend analysisAsset managementmicrosoft,3 Days Ago,23-11-2024,Not disclosed
Senior Manager - Software,KPMG India,Hyderabad,4-6 Yrs,Process designSASMySQLMachine learningQlikViewdata visualizationOracleMATLAB,2 Days Ago,23-11-2024,Not disclosed
Testing Mainframe Analyst,JPMorgan Chase Bank,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,AutomationService levelMainframe testingProject managementTest scenariosWorkflowSeleniumTest cases,3 Days Ago,23-11-2024,Not disclosed
